subid,jp_id,point,lat,lon,location,location_original,
1324,,POINT(-13535487.688184155 4742567.018768814),39.1457253,-121.5913547,"Marysville, California",,
1325,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1326,,POINT(-7896359.579326497 5106641.055538821),41.6362152,-70.934205,"New Bedford, Massachusetts",,
1327,,POINT(1620011.5766969377 7062663.692148698),53.4285438,14.5528116,"Szczecin, Poland",,
1328,jp_cite_00254,,,,,,POINT(-9166624.507479867 4154338.3251270084)
1329,,POINT(-9166624.507479867 4154338.3251270084),34.9297484,-82.345189,"Greenville County, South Carolina",,
1330,jp_cite_00255,,,,,,POINT(-12078241.604365323 5745688.337492282)
1331,,POINT(-12078241.604365323 5745688.337492282),45.7832856,-108.5006904,"Billings, Montana",,
1332,jp_cite_00256,,,,,,"""POINT(-8558988.38063936 4905721.445187105)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(1606660.2286676248 6461022.145308473)""}"
1333,,POINT(-8558988.38063936 4905721.445187105),40.2731911,-76.8867008,"Harrisburg, Pennsylvania",,
1334,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1335,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1336,,POINT(1606660.2286676248 6461022.145308473),50.0850736,14.4328744,Bohemia,,
1337,jp_cite_00257,,,,,,"""POINT(2658451.372124075 7394820.259211762)"",""POINT(-130724.67101431279 6864664.653290115)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-354916.25890359323 7549115.073429378)"",""POINT(-258163.88084170833 7829360.582774922)"",""POINT(-426724.67754165124 7475912.275176443)""}"
1338,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1339,,POINT(-130724.67101431279 6864664.653290115),52.3555177,-1.1743197,England,,
1340,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,
1341,,POINT(-354916.25890359323 7549115.073429378),55.953252,-3.188267,"Edinburgh, Scotland",,
1342,,POINT(-258163.88084170833 7829360.582774922),57.3372318,-2.3191256,"Ayrshire, Scotland",,
1343,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,
1344,jp_cite_00258,,,,,,"""POINT(2658451.372124075 7394820.259211762)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-249648.48526271316 7072425.246507802)"",""POINT(-14221.988898634567 6711533.693057904)"",""POINT(-258163.88084170833 7829360.582774922)"",""POINT(-426724.67754165124 7475912.275176443)"",""POINT(-418432.8226320869 7551604.644656718)"",""POINT(-421223.27943936246 7558789.421255307)""}"
1345,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1346,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,
1347,,POINT(-249648.48526271316 7072425.246507802),53.4807593,-2.2426305,"Manchester, England",,
1348,,POINT(-14221.988898634567 6711533.693057904),51.5073509,-0.1277583,"London, England",,
1349,,POINT(-258163.88084170833 7829360.582774922),57.3372318,-2.3191256,"Ayrshire, Scotland",,
1350,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,
1351,,POINT(-418432.8226320869 7551604.644656718),55.965771,-3.758846,"California, Scotland",,
1352,,POINT(-421223.27943936246 7558789.421255307),56.0018775,-3.7839131,"Falkirk, Scotland",,
1353,jp_cite_00259,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-9262645.972897254 4423650.3222111715)""}"
1354,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1355,,POINT(-9262645.972897254 4423650.3222111715),36.8890304,-83.2077645,"Harlan County, Kentucky",,
1356,jp_cite_00260,,,,,,"""POINT(1125438.1593319902 6133713.289942802)"",""POINT(-8620141.442335507 4514747.230025689)"",""POINT(-9035104.480967846 4006812.888406468)"",""POINT(-9228394.145571535 3785070.7896179464)"",""POINT(-10040951.74400295 4668382.843189159)"",""POINT(-9180905.651555903 4341188.687226949)"",""POINT(-8958349.870187752 4255441.659449746)"",""POINT(-8841592.589264719 4302236.732463505)""}"
1357,,POINT(1125438.1593319902 6133713.289942802),48.161191,10.109983,"Altenstadt (Iller), Altenstadt, Germany",,
1358,,POINT(-8620141.442335507 4514747.230025689),37.5407246,-77.4360481,"Richmond, Virginia",,
1359,,POINT(-9035104.480967846 4006812.888406468),33.836081,-81.1637245,South Carolina,,
1360,,POINT(-9228394.145571535 3785070.7896179464),32.1656221,-82.9000751,"Georgia, United States",,
1361,,POINT(-10040951.74400295 4668382.843189159),38.6270025,-90.1994042,"Saint Louis, Missouri",,
1362,,POINT(-9180905.651555903 4341188.687226949),36.2942722,-82.4734787,"Jonesborough, Tennessee",,
1363,,POINT(-8958349.870187752 4255441.659449746),35.6709727,-80.4742261,"Salisbury, North Carolina",,
1364,,POINT(-8841592.589264719 4302236.732463505),36.0117388,-79.4253776,"Alamance County, North Carolina",,
1365,jp_cite_00261,,,,,,POINT(-8238303.700046114 4970069.184605361)
1366,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1367,jp_cite_00262,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10731233.074929496 5236172.907465947)"",""POINT(-11121018.96206873 5460725.739007635)"",""POINT(-11121018.96206873 5085264.524299982)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-9074654.158706967 5024362.170087912)"",""POINT(-10686447.173247067 5049636.771820073)""}"
1368,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1369,,POINT(-10731233.074929496 5236172.907465947),42.4999942,-96.4003069,"Sioux City, Iowa",,
1370,,POINT(-11121018.96206873 5460725.739007635),43.9695148,-99.9018131,South Dakota,,
1371,,POINT(-11121018.96206873 5085264.524299982),41.4925374,-99.9018131,Nebraska,,
1372,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1373,,POINT(-9074654.158706967 5024362.170087912),41.0814447,-81.5190053,"Akron, Ohio",,
1374,,POINT(-10686447.173247067 5049636.771820073),41.2523634,-95.9979883,"Omaha, Nebraska",,
1375,jp_cite_00263,,,,,,"""POINT(2399965.332676056 6999228.098083412)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-9158372.059670039 2651278.5759412227)"",""POINT(-8835332.804867608 2501319.3395189065)"",""POINT(3144775.6144722225 5024641.042784977)"",""POINT(3030794.363350457 5122545.767509502)"",""POINT(-8719041.09545085 2465174.857597345)"",""POINT(2956738.4041935955 5112336.796910111)"",""POINT(4115506.7322593597 4297774.076092109)"",""POINT(3225389.7276573256 5016123.363596277)"",""POINT(2902935.913188843 6822948.714972341)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-8820616.256867293 2551225.519999388)"",""POINT(-8821839.68033484 2536264.54566539)"",""POINT(-8901656.289556062 2560451.358525146)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(2596178.414086805 5266072.557647009)"",""POINT(-9130826.608274532 2613586.7303177766)"",""POINT(-9049254.134461373 2599432.749869353)"",""POINT(-9007289.781119995 2582161.044378737)""}"
1376,,POINT(2399965.332676056 6999228.098083412),53.0876544,21.5592554,"Ostrolenka, Poland",,
1377,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,
1378,,POINT(-9158372.059670039 2651278.5759412227),23.159167,-82.271056,"Havana, Cuba",,
1379,,POINT(-8835332.804867608 2501319.3395189065),21.9149693,-79.369145,"Carretera Central, Cuba",,
1380,,POINT(3144775.6144722225 5024641.042784977),41.083333,28.25,"Siliviri, Turkey",,
1381,,POINT(3030794.363350457 5122545.767509502),41.742908,27.226089,"Kirklareli, Turkey",,
1382,,POINT(-8719041.09545085 2465174.857597345),21.6134231,-78.3244788,"Piedrecitas, Cuba",,
1383,,POINT(2956738.4041935955 5112336.796910111),41.674444,26.560833,"Erdine, Turkey",,
1384,,POINT(4115506.7322593597 4297774.076092109),35.9793045,36.970226,"Banes, Turkey",,
1385,,POINT(3225389.7276573256 5016123.363596277),41.0256337,28.9741689,"Galata, Turkey",,
1386,,POINT(2902935.913188843 6822948.714972341),52.126048,26.077517,"Pinsk, Belarus",,
1387,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1388,,POINT(-8820616.256867293 2551225.519999388),22.330278,-79.236944,"Yaguajay, Cuba",,
1389,,POINT(-8821839.68033484 2536264.54566539),22.2059045,-79.2479342,"Iguara, Cuba",,
1390,,POINT(-8901656.289556062 2560451.358525146),22.406919,-79.964939,"Santa Clara, Cuba",,
1391,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",,
1392,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1393,,POINT(2596178.414086805 5266072.557647009),42.6977082,23.3218675,"Sofia, Bulgaria",,
1394,,POINT(-9130826.608274532 2613586.7303177766),22.8475,-82.023611,"Guimes, Cuba",,
1395,,POINT(-9049254.134461373 2599432.749869353),22.730278,-81.290833,"Pedro Betancourt, Cuba",,
1396,,POINT(-9007289.781119995 2582161.044378737),22.5870991,-80.9138608,"Manguito, Cuba",,
1397,jp_cite_00264,,,,,,"""POINT(2399965.332676056 6999228.098083412)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-9158372.059670039 2651278.5759412227)"",""POINT(-9049254.134461373 2599432.749869353)"",""POINT(-9007289.781119995 2582161.044378737)"",""POINT(-9006488.970967237 2598494.0244663595)"",""POINT(246433.41138981478 5816903.7126172995)"",""POINT(2956738.4041935955 5112336.796910111)"",""POINT(2902935.913188843 6822948.714972341)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-8820616.256867293 2551225.519999388)"",""POINT(2938834.556533333 4895048.439880278)"",""POINT(3225700.4314880352 5013119.0180252185)""}"
1398,,POINT(2399965.332676056 6999228.098083412),53.0876544,21.5592554,"Ostrolenka, Poland",,
1399,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,
1400,,POINT(-9158372.059670039 2651278.5759412227),23.159167,-82.271056,"Havana, Cuba",,
1401,,POINT(-9049254.134461373 2599432.749869353),22.730278,-81.290833,"Pedro Betancourt, Cuba",,
1402,,POINT(-9007289.781119995 2582161.044378737),22.5870991,-80.9138608,"Manguito, Cuba",,
1403,,POINT(-9006488.970967237 2598494.0244663595),22.7225,-80.906667,"Colon, Cuba",,
1404,,POINT(246433.41138981478 5816903.7126172995),46.227638,2.213749,France,,
1405,,POINT(2956738.4041935955 5112336.796910111),41.674444,26.560833,"Erdine, Turkey",,
1406,,POINT(2902935.913188843 6822948.714972341),52.126048,26.077517,"Pinsk, Belarus",,
1407,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1408,,POINT(-8820616.256867293 2551225.519999388),22.330278,-79.236944,"Yaguajay, Cuba",,
1409,,POINT(2938834.556533333 4895048.439880278),40.2,26.4,"Dardanelles, Turkey",,
1410,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",,
1411,jp_cite_00265,,,,,,POINT(-12524064.59883523 3947925.2474038815)
1412,,POINT(-12524064.59883523 3947925.2474038815),,,"Atlanta, Georgia",Southern United States,
1413,jp_cite_00266,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-426724.67754165124 7475912.275176443)""}"
1414,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1415,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1416,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1417,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,
1418,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,
1419,jp_cite_00267,,,,,,POINT(-382490.7646861935 7435586.529947692)
1420,,POINT(-382490.7646861935 7435586.529947692),55.378051,-3.435973,United Kingdom,,
1421,jp_cite_00268,,,,,,"""POINT(1821903.7666450534 6841007.3470738195)"",""POINT(-249648.48526271316 7072425.246507802)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(2134931.1468220153 6954221.204524129)""}"
1422,,POINT(1821903.7666450534 6841007.3470738195),52.22553,16.36644,Grodzisk Wielkopolski,,
1423,,POINT(-249648.48526271316 7072425.246507802),53.4807593,-2.2426305,"Manchester, England",,
1424,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1425,,POINT(2134931.1468220153 6954221.204524129),52.844147,19.1784128,"Lipno, Poland",,
1426,jp_cite_00269,,,,,,"""POINT(844803.1591026434 6508323.083167142)"",""POINT(-11867769.90994347 4178935.4340817076)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-11899097.986503659 4036646.3497566474)"",""POINT(-11838273.372965053 4115975.747313037)"",""POINT(-11770519.299236713 3994957.5071818857)""}"
1427,,POINT(844803.1591026434 6508323.083167142),50.3569429,7.5889959,"Koblenz, Germany",,
1428,,POINT(-11867769.90994347 4178935.4340817076),35.110703,-106.609991,"Albuquerque, New Mexico",,
1429,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,
1430,,POINT(-11899097.986503659 4036646.3497566474),34.0583995,-106.8914159,"Socorro, New Mexico",,
1431,,POINT(-11838273.372965053 4115975.747313037),34.6467267,-106.3450191,"Manzano, New Mexico",,
1432,,POINT(-11770519.299236713 3994957.5071818857),33.7475738,-105.7363739,"White Oaks, New Mexico",,
1433,jp_cite_00270,,,,,,"""POINT(-9156955.374434553 3725596.3832017933)"",""POINT(-9147274.30793983 3677479.8518995927)"",""POINT(-9195559.671398245 3740162.5402362896)"",""POINT(-9176281.640284076 3703236.6395806824)""}"
1434,,POINT(-9156955.374434553 3725596.3832017933),31.712238,-82.2583297,"Appling County, Georgia",,
1435,,POINT(-9147274.30793983 3677479.8518995927),31.343806,-82.1713632,"Pierce County, Georgia",,
1436,,POINT(-9195559.671398245 3740162.5402362896),31.8234851,-82.605118,"Jeff Davis County, Georgia",,
1437,,POINT(-9176281.640284076 3703236.6395806824),31.5412085,-82.4319405,"Bacon County, Georgia",,
1438,jp_cite_00271,,,,,,POINT(-11035458.233727526 2205935.269591905)
1439,,POINT(-11035458.233727526 2205935.269591905),19.4326077,-99.133208,"Mexico City, Mexico",,
1440,jp_cite_00272,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-7656311.209024816 5590275.7938848585)"",""POINT(4225548.653769276 6801122.66144857)""}"
1441,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1442,,POINT(-7656311.209024816 5590275.7938848585),44.8011821,-68.7778138,"Bangor, Maine",,
1443,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,
1444,jp_cite_00273,,,,,,"""POINT(5400819.606537089 1752983.4074079958)"",""POINT(3922136.7617750242 3757032.7825218057)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8231426.003419593 4964988.313008756)""}"
1445,,POINT(5400819.606537089 1752983.4074079958),15.552727,48.516388,Yemen,,
1446,,POINT(3922136.7617750242 3757032.7825218057),31.952162,35.233154,Palestine,,
1447,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1448,,POINT(-8231426.003419593 4964988.313008756),40.6781784,-73.9441579,"Brooklyn, New York",,
1449,jp_cite_00274,,,,,,POINT(-960742.586858884 6921825.217678591)
1450,,POINT(-960742.586858884 6921825.217678591),52.6680204,-8.6304975,"Limerick, Ireland",,
1451,jp_cite_00275,,,,,,"""POINT(2814117.9208877366 7301384.5836427)"",""POINT(-11785404.518529452 4098832.8002448846)""}"
1452,,POINT(2814117.9208877366 7301384.5836427),54.6871555,25.2796514,"Vilnius, Lithuania",,
1453,,POINT(-11785404.518529452 4098832.8002448846),34.5199402,-105.8700901,New Mexico,,
1454,jp_cite_00276,,,,,,POINT(-13964962.279974543 6385990.827472225)
1455,,POINT(-13964962.279974543 6385990.827472225),49.6506376,-125.4493906,"Vancouver Island, Canada",,
1456,jp_cite_00277,,,,,,"""POINT(2683377.075151414 7749834.2588805)"",""POINT(-8528429.900246715 4763352.471949581)"",""POINT(-9394027.228532074 3995147.831181809)""}"
1457,,POINT(2683377.075151414 7749834.2588805),56.9496487,24.1051864,"Riga, Latvia",,
1458,,POINT(-8528429.900246715 4763352.471949581),39.2903848,-76.6121893,"Baltimore, Maryland",,
1459,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,
1460,jp_cite_00278,,,,,,"""POINT(4225548.653769276 6801122.66144857)"",""POINT(-10654710.28698895 4451692.554190846)""}"
1461,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,
1462,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1463,jp_cite_00279,,,,,,"""POINT(-8734999.79085706 -20110.255551971684)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(1619706.6058200027 6026746.973805513)"",""POINT(13474006.723795976 1629380.3663060728)"",""POINT(2171097.8697641967 5968637.678298508)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(2779287.009570991 5771245.40362821)"",""POINT(-7081775.532016912 -4638374.274438813)"",""POINT(-8270741.275706984 509367.2812682894)"",""POINT(-7964126.877810342 -4256013.6745668)""}"
1464,,POINT(-8734999.79085706 -20110.255551971684),-0.1806532,-78.4678382,"Quito, Ecuador",,
1465,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1466,,POINT(1619706.6058200027 6026746.973805513),47.516231,14.550072,Austria,,
1467,,POINT(13474006.723795976 1629380.3663060728),14.4803169,121.0390618,Czechoslovakia,,
1468,,POINT(2171097.8697641967 5968637.678298508),47.162494,19.503304,Hungary,,
1469,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1470,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,
1471,,POINT(-7081775.532016912 -4638374.274438813),-38.416097,-63.616672,Argentina,,
1472,,POINT(-8270741.275706984 509367.2812682894),4.570868,-74.297333,Colombia,,
1473,,POINT(-7964126.877810342 -4256013.6745668),-35.675147,-71.542969,Chile,,
1474,jp_cite_00280,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-9147274.30793983 4545686.96376145)"",""POINT(-9159074.140566425 4533512.477279538)""}"
1475,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1476,,POINT(-9147274.30793983 4545686.96376145),37.7607801,-82.1713632,"Mingo County, West Virginia",,
1477,,POINT(-9159074.140566425 4533512.477279538),37.6742682,-82.2773629,"Williamson, West Virginia",,
1478,jp_cite_00281,,,,,,POINT(-8222227.306542306 5036395.1721614385)
1479,,POINT(-8222227.306542306 5036395.1721614385),41.1628731,-73.8615246,"Ossining, New York",,
1480,jp_cite_00282,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10654710.28698895 4451692.554190846)""}"
1481,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1482,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1483,jp_cite_00283,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-421200.8596939199 6823785.150729173)""}"
1484,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1485,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1486,,POINT(-421200.8596939199 6823785.150729173),52.1306607,-3.7837117,Wales,,
1487,jp_cite_00284,,,,,,"""POINT(-8476692.508247329 5319299.391249349)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8517109.598590542 5381538.998832145)"",""POINT(-8403100.528728032 5573511.880644771)""}"
1488,,POINT(-8476692.508247329 5319299.391249349),43.0481221,-76.1474244,"Syracuse, New York",,
1489,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1490,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1491,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1492,,POINT(-8517109.598590542 5381538.998832145),43.4553461,-76.5104973,"Oswego, New York",,
1493,,POINT(-8403100.528728032 5573511.880644771),44.6942291,-75.4863364,"Ogdensburg, New York",,
1494,jp_cite_00285,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8873992.683653042 4851432.202493301)"",""POINT(-8905101.338364959 4930180.7964929445)"",""POINT(-8857201.763733782 4837978.7655071765)"",""POINT(-8862884.71279358 4843319.301955488)"",""POINT(-8844647.09590412 4827237.397484904)""}"
1495,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1496,,POINT(-8873992.683653042 4851432.202493301),39.900076,-79.7164326,"Uniontown, Pennsylvania",,
1497,,POINT(-8905101.338364959 4930180.7964929445),40.4406248,-79.9958864,"Pittsburgh, Pennsylvania",,
1498,,POINT(-8857201.763733782 4837978.7655071765),39.8072982,-79.5655972,"Farmington, Pennsylvania",,
1499,,POINT(-8862884.71279358 4843319.301955488),39.8441427,-79.616648,"Chalk Hill, Pennsylvania",,
1500,,POINT(-8844647.09590412 4827237.397484904),39.7331334,-79.4528167,"Markleysburg, Pennsylvania",,
1501,jp_cite_00286,,,,,,"""POINT(-14221.988898634567 6711533.693057904)"",""POINT(19456001.591576714 -5054686.754498666)"",""POINT(18883628.974726062 -5594484.770925957)""}"
1502,,POINT(-14221.988898634567 6711533.693057904),51.5073509,-0.1277583,"London, United Kingdom",,
1503,,POINT(19456001.591576714 -5054686.754498666),-41.2864603,174.776236,"Wellington, New Zealand",,
1504,,POINT(18883628.974726062 -5594484.770925957),-44.8280041,169.6345253,"Otago, New Zealand",,
1505,jp_cite_00287,,,,,,POINT(19468217.235897213 -4997684.889855398)
1506,,POINT(19468217.235897213 -4997684.889855398),-40.900557,174.885971,New Zealand,,
1507,jp_cite_00288,,,,,,"""POINT(820302.7633217695 5971612.922036269)"",""POINT(-8367354.181578875 4859054.290881913)""}"
1508,,POINT(820302.7633217695 5971612.922036269),47.1806632,7.3689051,"Lengnau, Switzerland",,
1509,,POINT(-8367354.181578875 4859054.290881913),39.9525839,-75.1652215,"Philadelphia, Pennsylvania",,
1510,jp_cite_00289,,,,,,"""POINT(2779287.009570991 5771245.40362821)"",""POINT(-8238303.700046114 4970069.184605361)""}"
1511,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,
1512,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1513,jp_cite_00290,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-10654710.28698895 4451692.554190846)""}"
1514,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1515,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,
1516,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
