subid,jp_id,point,lat,lon,location,location_original,
1098,,POINT(-6773993.281342521 5820291.135222858),46.2486851,-60.851817,"Cape Breton, Nova Scotia",,
1099,,POINT(-7354133.816787441 5664652.504286968),45.2733153,-66.0633081,"Saint John, New Brunswick",,
1100,,POINT(-6700790.363443488 5802297.059251198),46.1367899,-60.194224,"Sydney, Nova Scotia",,
1101,jp_cite_00207,,,,,,"""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-9240963.485310083 5282005.215612616)"",""POINT(-9322232.324080195 5203139.02271338)"",""POINT(-9175499.476146024 5307538.009603051)"",""POINT(-9338465.700329898 5402898.106302671)"",""POINT(-9464755.580942808 5569318.487346517)"",""POINT(2467582.0492847236 7692291.224049769)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-9283700.106486782 5387028.476131205)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-9531245.120915657 5584296.424278387)"",""POINT(-9600888.887527745 5773581.3065038975)"",""POINT(2552643.6544251265 7191305.542634782)""}"
1102,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1103,,POINT(-9240963.485310083 5282005.215612616),42.802808,-83.0129874,"Romeo, Michigan",,
1104,,POINT(-9322232.324080195 5203139.02271338),42.2808256,-83.7430378,"Ann Arbor, Michigan",,
1105,,POINT(-9175499.476146024 5307538.009603051),42.9708634,-82.4249142,"Port Huron, Michigan",,
1106,,POINT(-9338465.700329898 5402898.106302671),43.5944677,-83.8888647,"Bay City, Michigan",,
1107,,POINT(-9464755.580942808 5569318.487346517),44.6674445,-85.023346,"Kalkaska County, Michigan",,
1108,,POINT(2467582.0492847236 7692291.224049769),56.6666667,22.1666667,"Courland, Latvia","Kurland, Latvia",
1109,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,
1110,,POINT(-9283700.106486782 5387028.476131205),43.4911322,-83.396897,"Caro, Michigan",,
1111,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1112,,POINT(-9531245.120915657 5584296.424278387),44.7630567,-85.6206317,"Traverse City, Michigan",,
1113,,POINT(-9600888.887527745 5773581.3065038975),45.9577506,-86.2462523,"Manistique, Michigan",,
1114,,POINT(2552643.6544251265 7191305.542634782),54.1115218,22.9307881,"Suwalki, Poland",,
1115,jp_cite_00208,,,,,,"""POINT(2660936.190137471 7342195.905872392)"",""POINT(-8528429.900246715 4763352.471949581)"",""POINT(-10123822.715148237 3935211.506931342)"",""POINT(-8708211.590297567 4811884.64744656)""}"
1116,,POINT(2660936.190137471 7342195.905872392),54.8985207,23.9035965,"Kaunas, Lithuania",,
1117,,POINT(-8528429.900246715 4763352.471949581),39.2903848,-76.6121893,"Baltimore, Maryland",,
1118,,POINT(-10123822.715148237 3935211.506931342),33.3001466,-90.9438468,"Washington County, Mississippi",,
1119,,POINT(-8708211.590297567 4811884.64744656),39.6269902,-78.2271957,"Berkeley Springs, West Virginia",,
1120,jp_cite_00209,,,,,,POINT(-8238303.700046114 4970069.184605361)
1121,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1122,jp_cite_00210,,,,,,"""POINT(3015734.105290418 7011004.940873155)"",""POINT(-10301166.853441475 5553464.687602444)"",""POINT(-10245649.407757647 5523036.739472071)"",""POINT(-10362726.698820822 5614235.89687186)""}"
1123,,POINT(3015734.105290418 7011004.940873155),53.1511461,27.0908004,"Kopyl, Belarus","Kapole, Belarus",
1124,,POINT(-10301166.853441475 5553464.687602444),44.5660691,-92.5369563,"Red Wing, Minnesota",,
1125,,POINT(-10245649.407757647 5523036.739472071),44.3710051,-92.0382346,"Wabasha, Minnesota",,
1126,,POINT(-10362726.698820822 5614235.89687186),44.9537029,-93.0899578,"Saint Paul, Minnesota",,
1127,jp_cite_00211,,,,,,"""POINT(3015734.105290418 7011004.940873155)"",""POINT(-10301166.853441475 5553464.687602444)"",""POINT(-10245649.407757647 5523036.739472071)"",""POINT(-10362726.698820822 5614235.89687186)""}"
1128,,POINT(-7756857.19948512 1276886.423097875),11.394604,-69.6810338,"Coro, Venezuela",,
1129,,POINT(-7199886.4022880625 1135235.2529931678),10.1445691,-64.67768,"Barcelona, Venezuela",,
1130,,POINT(-7679933.895148705 1365012.6660205473),12.16957,-68.99002,Curacao,,
1131,,POINT(-789546.846680282 3735999.2271399107),31.791702,-7.09262,Morocco,,
1132,jp_cite_00212,,,,,,POINT(4099000.3004307295 -143844.31029072314)
1133,,POINT(4099000.3004307295 -143844.31029072314),-1.2920659,36.8219462,"Nairobi, Kenya",,
1134,jp_cite_00213,,,,,,"""POINT(2075385.0376349909 8428326.964267042)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(2866271.05778933 8841170.392983532)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(1057733.8676799273 7611135.067169358)"",""POINT(1815579.9067490508 6138234.202994924)"",""POINT(2849904.4321091664 6369676.646411413)""}"
1135,,POINT(2075385.0376349909 8428326.964267042),60.128161,18.643501,Sweden,,
1136,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1137,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1138,,POINT(2866271.05778933 8841170.392983532),61.92411,25.748151,Finland,,
1139,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1140,,POINT(1057733.8676799273 7611135.067169358),56.26392,9.501785,Denmark,,
1141,,POINT(1815579.9067490508 6138234.202994924),48.1882736,16.3096318,Austria-Hungary,,
1142,,POINT(2849904.4321091664 6369676.646411413),49.55566,25.6011271,"Galicia, Ukraine",,
1143,jp_cite_00214,,,,,,"""POINT(828397.8053716389 6159952.749614191)"",""POINT(691081.773724985 6253580.453989553)"",""POINT(4225548.653769276 6801122.66144857)"",""POINT(-10654710.28698895 4451692.554190846)"",""POINT(-6826874.102623381 -494981.5703108164)""}"
1144,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1145,,POINT(691081.773724985 6253580.453989553),48.8744233,6.2080932,"Lorraine, France",,
1146,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,
1147,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1148,,POINT(-6826874.102623381 -494981.5703108164),-4.4420385,-61.3268535,Latin America,,
1149,jp_cite_00215,,,,,,POINT(-10654710.28698895 4451692.554190846)
1150,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1151,jp_cite_00216,,,,,,"""POINT(2220265.006041013 6457479.635648396)"",""POINT(-10963216.170013143 4723376.574719668)"",""POINT(-10040951.74400295 4668382.843189159)"",""POINT(-10508398.237861866 4216451.1657281825)"",""POINT(968533.0031222398 6122311.423134012)""}"
1152,,POINT(2220265.006041013 6457479.635648396),50.0646501,19.9449799,"Krakow, Poland",,
1153,,POINT(-10963216.170013143 4723376.574719668),39.011902,-98.4842465,Kansas,,
1154,,POINT(-10040951.74400295 4668382.843189159),38.6270025,-90.1994042,"Saint Louis, Missouri",,
1155,,POINT(-10508398.237861866 4216451.1657281825),35.3859242,-94.3985475,"Fort Smith, Arkansas",,
1156,,POINT(968533.0031222398 6122311.423134012),48.0928244,8.70048,"Aldingen, Germany",,
1157,jp_cite_00217,,,,,,"""POINT(-9395173.14023819 4795719.99934924)"",""POINT(1279939.2041591578 6239379.179002355)"",""POINT(-9407834.986473575 4736453.151296119)"",""POINT(-9401790.627555016 4790790.978773759)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(-9413324.807348821 4779059.266394274)"",""POINT(2552643.6544251265 7191305.542634782)"",""POINT(-130724.67101431279 6864664.653290115)"",""POINT(-9391957.331656653 4811765.8438282395)"",""POINT(-9394276.227969043 4772698.943732328)"",""POINT(-9373434.213669194 4784223.139016268)"",""POINT(-9364807.042189509 4825264.65100281)""}"
1158,,POINT(-9395173.14023819 4795719.99934924),39.5150576,-84.3982763,"Middletown, Ohio",,
1159,,POINT(1279939.2041591578 6239379.179002355),48.7904472,11.4978895,Bavaria,,
1160,,POINT(-9407834.986473575 4736453.151296119),39.1031182,-84.5120196,"Cincinatti, Ohio",,
1161,,POINT(-9401790.627555016 4790790.978773759),39.4808905,-84.4577222,"Trenton, Ohio",,
1162,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1163,,POINT(-9413324.807348821 4779059.266394274),39.3995008,-84.5613355,"Hamilton, Ohio",,
1164,,POINT(2552643.6544251265 7191305.542634782),54.1115218,22.9307881,"Suwalki, Poland",,
1165,,POINT(-130724.67101431279 6864664.653290115),52.3555177,-1.1743197,England,,
1166,,POINT(-9391957.331656653 4811765.8438282395),39.6261682,-84.3693882,"Germantown, Ohio",,
1167,,POINT(-9394276.227969043 4772698.943732328),39.3553358,-84.3902192,"Maud, Ohio",,
1168,,POINT(-9373434.213669194 4784223.139016268),39.4353373,-84.2029922,"Lebanon, Ohio",,
1169,,POINT(-9364807.042189509 4825264.65100281),39.7195037,-84.125493,"Shakertown, Ohio",,
1170,jp_cite_00218,,,,,,
1171,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-9069403.596813248 3932518.540523749)"",""POINT(-8897883.916916484 3865672.1894900817)"",""POINT(-9129368.745959409 3958322.850127866)"",""POINT(-9027992.245306205 3774281.6441470133)"",""POINT(-9047008.553165607 3942910.085619087)""}"
1172,,POINT(-9069403.596813248 3932518.540523749),33.279925,-81.4718387,"Barnwell County, South Carolina",,
1173,,POINT(-8897883.916916484 3865672.1894900817),32.7764749,-79.9310512,"Charleston, South Carolina",,
1174,,POINT(-9129368.745959409 3958322.850127866),33.4734978,-82.0105148,"Augusta, Georgia",,
1175,,POINT(-9027992.245306205 3774281.6441470133),32.0835407,-81.0998342,"Savannah, Georgia",,
1176,,POINT(-9047008.553165607 3942910.085619087),33.3579297,-81.2706606,"Blackville, South Carolina",,
1177,jp_cite_00219,,,,,,"""POINT(-10654710.28698895 4451692.554190846)"",""POINT(1163458.5521707046 6650655.040248428)""}"
1178,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1179,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1180,jp_cite_00220,,,,,,"""POINT(-8897883.916916484 3865672.1894900817)"",""POINT(2217745.422950647 4811594.665038102)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(2050956.4540576176 -4018718.156683889)""}"
1181,,POINT(-8897883.916916484 3865672.1894900817),32.7764749,-79.9310512,"Charleston, South Carolina",,
1182,,POINT(2217745.422950647 4811594.665038102),39.6249838,19.9223461,"Corfu, Greece",,
1183,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,
1184,,POINT(2050956.4540576176 -4018718.156683889),-33.9248685,18.4240553,"Cape Town, South Africa",,
1185,jp_cite_00221,,,,,,POINT(-13293543.42450309 4408244.133335477)
1186,,POINT(-13293543.42450309 4408244.133335477),36.778261,-119.4179324,California,,
1187,jp_cite_00222,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8367354.181578875 4859054.290881913)"",""POINT(-8528429.900246715 4763352.471949581)"",""POINT(-9754904.512583427 5142738.901800851)"",""POINT(-9407834.986473575 4736453.151296119)""}"
1188,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1189,,POINT(-8367354.181578875 4859054.290881913),39.9525839,-75.1652215,"Philadelphia, Pennsylvania",,
1190,,POINT(-8528429.900246715 4763352.471949581),39.2903848,-76.6121893,"Baltimore, Maryland",,
1191,,POINT(-9754904.512583427 5142738.901800851),41.8781136,-87.6297982,"Chicago, Illinois",,
1192,,POINT(-9407834.986473575 4736453.151296119),39.1031182,-84.5120196,"Cincinnati, Ohio",,
1193,jp_cite_00223,,,,,,POINT(246433.41138981478 5816903.7126172995)
1194,,POINT(246433.41138981478 5816903.7126172995),46.227638,2.213749,France,,
1195,jp_cite_00224,,,,,,"""POINT(-10654710.28698895 4451692.554190846)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(4225548.653769276 6801122.66144857)""}"
1196,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,
1197,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1198,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,
1199,jp_cite_00225,,,,,,"""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-8785553.489315156 4913537.57113798)"",""POINT(-9754904.512583427 5142738.901800851)"",""POINT(-10616517.883273086 3472791.950911668)""}"
1200,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1201,,POINT(-8785553.489315156 4913537.57113798),40.3267407,-78.9219698,"Johnstown, Pennsylvania",,
1202,,POINT(-9754904.512583427 5142738.901800851),41.8781136,-87.6297982,"Chicago, Illinois",,
1203,,POINT(-10616517.883273086 3472791.950911668),29.7604267,-95.3698028,"Houston, Texas",,
1204,jp_cite_00226,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-11792941.838798575 4257634.685905389)""}"
1205,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1206,,POINT(-11792941.838798575 4257634.685905389),35.6869752,-105.937799,"Santa Fe, New Mexico",,
1207,jp_cite_00227,,,,,,"""POINT(-696894.4879151827 7047966.378955979)"",""POINT(-960742.586858884 6921825.217678591)""}"
1208,,POINT(-696894.4879151827 7047966.378955979),53.3498053,-6.2603097,"Dublin, Ireland",,
1209,,POINT(-960742.586858884 6921825.217678591),52.6680204,-8.6304975,"Limerick, Ireland",,
1210,jp_cite_00228,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8593255.180436589 5042377.967342213)"",""POINT(-9229178.71421059 4926767.889867661)""}"
1211,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,New York,,
1212,,POINT(-8593255.180436589 5042377.967342213),41.2033216,-77.1945247,Pennsylvania,,
1213,,POINT(-9229178.71421059 4926767.889867661),40.4172871,-82.907123,Ohio,,
1214,jp_cite_00229,,,,,,"""POINT(-10327143.98019116 5702261.7600041125)"",""POINT(-10505158.495589811 5777233.788053429)""}"
1215,,POINT(-10327143.98019116 5702261.7600041125),45.5105708,-92.7703128,"Amador, Minnesota",,
1216,,POINT(-10505158.495589811 5777233.788053429),45.9805556,-94.3694444,"Little Falls, Minnesota",,
1217,jp_cite_00230,,,,,,"""POINT(2829518.9279090464 7405955.849117901)"",""POINT(-10271962.084848383 6074553.586677576)"",""POINT(-10267930.337795291 6076278.503563736)"",""POINT(-10226597.377473654 6090772.022308962)""}"
1218,,POINT(2829518.9279090464 7405955.849117901),55.2265309,25.418001,"Moletai, Lithuania","Mol?tai, Lithuania",
1219,,POINT(-10271962.084848383 6074553.586677576),47.8054749,-92.2746054,"Tower, Minnesota",,
1220,,POINT(-10267930.337795291 6076278.503563736),47.8158812,-92.2383876,"Sudan, Minnesota",,
1221,,POINT(-10226597.377473654 6090772.022308962),47.9032372,-91.8670873,"Ely, Minnesota",,
1222,jp_cite_00231,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10380958.037291003 5721275.374434709)"",""POINT(-10377859.704168083 5711019.50623658)"",""POINT(-10421939.383869069 5767992.933370426)"",""POINT(-10417459.152851531 5711701.593316107)"",""POINT(-10283846.186329499 5464696.15201713)"",""POINT(-10292928.509811128 5469064.100832571)"",""POINT(-10469881.415754028 5777889.311798219)"",""POINT(-10482203.971313471 5709790.402167971)"",""POINT(-10505158.495589811 5777233.788053429)""}"
1223,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1224,,POINT(-10380958.037291003 5721275.374434709),45.6301379,-93.2537327,"Isanti County, Minnesota",,
1225,,POINT(-10377859.704168083 5711019.50623658),45.5656755,-93.2258999,"Cambridge, Minnesota",,
1226,,POINT(-10421939.383869069 5767992.933370426),45.9228403,-93.6218744,"Mille Lacs County, Minnesota",,
1227,,POINT(-10417459.152851531 5711701.593316107),45.569965,-93.5816278,"Princeton, Minnesota",,
1228,,POINT(-10283846.186329499 5464696.15201713),43.995179,-92.3813621,"Olmstead County, Minnesota",,
1229,,POINT(-10292928.509811128 5469064.100832571),44.0234,-92.46295,"Rochester, Minnesota",,
1230,,POINT(-10469881.415754028 5777889.311798219),45.9846475,-94.052545,"Morrison County, Minnesota",,
1231,,POINT(-10482203.971313471 5709790.402167971),45.5579451,-94.1632404,"Saint Cloud, Minnesota",,
1232,,POINT(-10505158.495589811 5777233.788053429),45.9805556,-94.3694444,"Little Falls, Minnesota",,
1233,jp_cite_00232,,,,,,POINT(-10813296.334113596 6428933.081872529)
1234,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,
1235,jp_cite_00233,,,,,,"""POINT(-10813296.334113596 6428933.081872529)"",""POINT(-10858758.023028689 6430423.772842834)"",""POINT(3469336.4953940953 6170212.710581609)"",""POINT(828397.8053716389 6159952.749614191)""}"
1236,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,
1237,,POINT(-10858758.023028689 6430423.772842834),49.9083789,-97.545883,"Saint Francis Xavier, Manitoba",,
1238,,POINT(3469336.4953940953 6170212.710581609),48.379433,31.16558,Ukraine,,
1239,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1240,jp_cite_00234,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-10813296.334113596 6428933.081872529)""}"
1241,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1242,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,
1243,jp_cite_00235,,,,,,"""POINT(-10472935.79994199 8127862.232054787)"",""POINT(1492232.6531795352 6894701.007763032)"",""POINT(-130724.67101431279 6864664.653290115)"",""POINT(828397.8053716389 6159952.749614191)"",""POINT(11724030.287269026 8747149.047572464)""}"
1244,,POINT(-10472935.79994199 8127862.232054787),58.756127,-94.079983,"Prince of Wales' Fort, Canada",,
1245,,POINT(1492232.6531795352 6894701.007763032),52.5200066,13.404954,"Berlin, Germany",,
1246,,POINT(-130724.67101431279 6864664.653290115),52.3555177,-1.1743197,England,,
1247,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1248,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1249,jp_cite_00236,,,,,,"""POINT(2354088.1103657875 6692842.423605467)"",""POINT(-7820787.103614823 5413202.6274568075)""}"
1250,,POINT(2354088.1103657875 6692842.423605467),51.4027236,21.1471333,"Radom, Poland",,
1251,,POINT(-7820787.103614823 5413202.6274568075),43.661471,-70.2553259,"Portland, Maine",,
1252,jp_cite_00237,,,,,,"""POINT(828397.8053716389 6159952.749614191)"",""POINT(-9394027.228532074 3995147.831181809)""}"
1253,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1254,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,
1255,jp_cite_00238,,,,,,POINT(-9394027.228532074 3995147.831181809)
1256,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,
1257,jp_cite_00239,,,,,,"""POINT(-9394027.228532074 3995147.831181809)"",""POINT(828397.8053716389 6159952.749614191)""}"
1258,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,
1259,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1260,jp_cite_00240,,,,,,"""POINT(-9909430.99391424 3917229.9830527436)"",""POINT(-9913564.197551224 3911739.613776422)""}"
1261,,POINT(-9909430.99391424 3917229.9830527436),33.1650338,-89.0179332,"Winston County, Mississippi",,
1262,,POINT(-9913564.197551224 3911739.613776422),33.1237377,-89.0550624,"Louisville, Mississippi",,
1263,jp_cite_00241,,,,,,"""POINT(-13656283.462121425 5704246.256234153)"",""POINT(-13707726.480859397 5708044.358392506)"",""POINT(-13718961.756688515 5649461.00219821)""}"
1264,,POINT(-13656283.462121425 5704246.256234153),45.5230622,-122.6764816,"Portland, Oregon",,
1265,,POINT(-13707726.480859397 5708044.358392506),45.5469616,-123.1386021,"Washington County, Oregon",,
1266,,POINT(-13718961.756688515 5649461.00219821),45.1771983,-123.2395303,"Yamhill County, Oregon",,
1267,jp_cite_00242,,,,,,"""POINT(963046.3882483265 6424280.482971048)"",""POINT(1279939.2041591578 6239379.179002355)"",""POINT(-10520399.536502874 5067645.7573955925)"",""POINT(-13656283.462121425 5704246.256234153)""}"
1268,,POINT(963046.3882483265 6424280.482971048),49.8728253,8.6511929,"Hesse-Darmstadt, Germany",,
1269,,POINT(1279939.2041591578 6239379.179002355),48.7904472,11.4978895,Bavaria,,
1270,,POINT(-10520399.536502874 5067645.7573955925),41.3738765,-94.506357,Prussia,,
1271,,POINT(-13656283.462121425 5704246.256234153),45.5230622,-122.6764816,"Portland, Oregon",,
1272,jp_cite_00243,,,,,,POINT(2471585.988729019 -3975313.990861327)
1273,,POINT(2471585.988729019 -3975313.990861327),-33.6007225,22.2026347,"Oudtshoorn, South Africa",,
1274,jp_cite_00244,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-8256768.230585575 5000072.319746392)"",""POINT(-8251944.244980517 4991237.611021388)"",""POINT(1884101.0942202886 6873939.257412578)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13535487.688184155 4742567.018768814)"",""POINT(2579143.504107656 7007542.424446711)"",""POINT(2165830.1535369484 6756711.00826549)"",""POINT(2339070.5989902075 6841760.761364922)""}"
1275,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1276,,POINT(-8256768.230585575 5000072.319746392),40.9167654,-74.171811,"Paterson, New Jersey",,
1277,,POINT(-8251944.244980517 4991237.611021388),40.8567662,-74.1284764,"Passaic, New Jersey",,
1278,,POINT(1884101.0942202886 6873939.257412578),52.406374,16.9251681,"Poznan, Poland",,
1279,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1280,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,
1281,,POINT(-13535487.688184155 4742567.018768814),39.1457253,-121.5913547,"Marysville, California",,
1282,,POINT(2579143.504107656 7007542.424446711),53.1324886,23.1688403,"Bialystock, Poland",,
1283,,POINT(2165830.1535369484 6756711.00826549),51.7592485,19.4559833,"Lodz, Poland",,
1284,,POINT(2339070.5989902075 6841760.761364922),52.2296756,21.0122287,"Warsaw, Poland",,
1285,jp_cite_00245,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(11724030.287269026 8747149.047572464)""}"
1286,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1287,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1288,jp_cite_00246,,,,,,"""POINT(2779287.009570991 5771245.40362821)"",""POINT(828397.8053716389 6159952.749614191)"",""POINT(-10039327.158486487 3802591.371056249)"",""POINT(-10026717.109210163 3497261.357386173)"",""POINT(-8639608.304701881 5336514.46167642)"",""POINT(-10033482.70710947 3819687.124837453)"",""POINT(-10222672.931277724 4191236.7119106073)""}"
1289,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,
1290,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,
1291,,POINT(-10039327.158486487 3802591.371056249),32.2987573,-90.1848103,"Jackson, Mississippi",,
1292,,POINT(-10026717.109210163 3497261.357386173),29.9510658,-90.0715323,"New Orleans, Louisiana",,
1293,,POINT(-8639608.304701881 5336514.46167642),43.16103,-77.6109219,"Rochester, New York",,
1294,,POINT(-10033482.70710947 3819687.124837453),32.4284761,-90.1323087,"Ridgeland, Mississippi",,
1295,,POINT(-10222672.931277724 4191236.7119106073),35.20105,-91.8318334,Arkansas,,
1296,jp_cite_00247,,,,,,POINT(-9244611.024272704 5210755.6179826)
1297,,POINT(-9244611.024272704 5210755.6179826),42.331427,-83.0457538,"Detroit, Michigan",,
1298,jp_cite_00248,,,,,,"""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13524694.695823846 4661911.338147049)""}"
1299,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,
1300,,POINT(-13524694.695823846 4661911.338147049),38.5815719,-121.4943996,"Sacramento, California",,
1301,jp_cite_00249,,,,,,POINT(17063687.90428681 -3353769.94643226)
1302,,POINT(17063687.90428681 -3353769.94643226),-28.8279803,153.2857165,"Lismore, Austrlia",,
1303,jp_cite_00250,,,,,,"""POINT(3409736.1958789607 5991434.556074717)"",""POINT(-8238303.700046114 4970069.184605361)""}"
1304,,POINT(3409736.1958789607 5991434.556074717),47.3015512,30.6301814,"Lukashivka, Ukraine",,
1305,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1306,jp_cite_00251,,,,,,POINT(-6236984.272967834 436635.6883089352)
1307,,POINT(-6236984.272967834 436635.6883089352),3.919305,-56.027783,Suriname,,
1308,jp_cite_00252,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-10520399.536502874 5067645.7573955925)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)""}"
1309,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,
1310,,POINT(-10520399.536502874 5067645.7573955925),41.3738765,-94.506357,Prussia,,
1311,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,
1312,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,
1313,jp_cite_00253,,,,,,"""POINT(1918760.0725835285 7121739.57632055)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8256830.090826602 4973428.972454823)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13489257.104414312 4675646.397417675)"",""POINT(-10044225.09362927 4664493.659845182)"",""POINT(-13467890.697389252 4819854.998084113)"",""POINT(-13431713.065136978 4637984.239705577)"",""POINT(-13450477.65736383 4802137.845131034)"",""POINT(-13573041.1959466 4962827.2248569)"",""POINT(-13535487.688184155 4742567.018768814)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-7896359.579326497 5106641.055538821)"",""POINT(1620011.5766969377 7062663.692148698)""}"
1314,,POINT(1918760.0725835285 7121739.57632055),53.743566,17.236515,"Dobryzn, Pomeranian Voivodeship, Poland",,
1315,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,
1316,,POINT(-8256830.090826602 4973428.972454823),40.735657,-74.1723667,"Newark, New Jersey",,
1317,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,
1318,,POINT(-13489257.104414312 4675646.397417675),38.6779591,-121.1760583,"Folsom, California",,
1319,,POINT(-10044225.09362927 4664493.659845182),38.5997035,-90.2288092,"Saint Louis, California",,
1320,,POINT(-13467890.697389252 4819854.998084113),39.6821146,-120.9841206,"La Porte, California",,
1321,,POINT(-13431713.065136978 4637984.239705577),38.4133517,-120.6591314,"Pine Grove, California",,
1322,,POINT(-13450477.65736383 4802137.845131034),39.5595198,-120.8276966,"Downieville, California",,
1323,,POINT(-13573041.1959466 4962827.2248569),40.663454,-121.9287036,"Poker Flat, California",,
